H3,DATA_DT,TURNO,RISCO,PRED,ERRO
88a8100c05fffff,2025-12-27 00:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2025-12-28 01:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2025-12-28 02:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-01 01:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-04 02:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-15 00:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-17 01:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-19 03:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-20 03:40:28.943943,0,60.0,50.54,9.459999
88a8100c05fffff,2026-01-28 06:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-01-29 01:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-02-08 01:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-02-11 05:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-02-15 03:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-03-14 01:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-03-14 03:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-03-19 01:10:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-03-19 01:40:28.943943,0,15.0,15.0,0.0
88a8100c05fffff,2026-03-21 01:10:28.943943,0,60.0,57.0,3.0
88a8100c05fffff,2026-03-21 02:10:28.943943,0,60.0,57.0,3.0
88a8100c05fffff,2025-12-30 08:40:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-01-04 10:40:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-01-10 08:40:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-01-12 11:40:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-01-17 10:10:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-01-23 10:10:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-01-26 09:10:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-02-21 08:10:28.943943,1,15.0,14.99,0.010000229
88a8100c05fffff,2026-03-04 10:40:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-03-07 10:10:28.943943,1,15.0,14.97,0.029999733
88a8100c05fffff,2026-03-10 08:10:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2026-03-21 11:40:28.943943,1,15.0,14.97,0.029999733
88a8100c05fffff,2026-04-02 12:10:28.943943,1,15.0,15.0,0.0
88a8100c05fffff,2025-12-27 16:40:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2025-12-30 13:40:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-01-11 17:10:28.943943,2,15.0,14.99,0.010000229
88a8100c05fffff,2026-01-18 18:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-01-19 16:40:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-01-23 16:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-01-23 17:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-01-28 15:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-01-28 18:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-02-01 13:10:28.943943,2,15.0,14.99,0.010000229
88a8100c05fffff,2026-02-05 17:10:28.943943,2,15.0,14.93,0.069999695
88a8100c05fffff,2026-02-25 18:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-02-27 13:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-03-01 13:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2026-03-16 16:10:28.943943,2,15.0,14.99,0.010000229
88a8100c05fffff,2026-03-24 18:10:28.943943,2,15.0,15.0,0.0
88a8100c05fffff,2025-12-27 21:10:28.943943,3,15.0,15.0,0.0
88a8100c05fffff,2025-12-31 22:40:28.943943,3,15.0,15.0,0.0
88a8100c05fffff,2026-01-07 19:10:28.943943,3,60.0,60.42,0.41999817
88a8100c05fffff,2026-01-15 22:10:28.943943,3,15.0,15.0,0.0
88a8100c05fffff,2026-01-27 19:10:28.943943,3,15.0,15.0,0.0
88a8100c05fffff,2026-02-15 19:40:28.943943,3,15.0,14.99,0.010000229
88a8100c05fffff,2026-02-20 21:40:28.943943,3,60.0,60.19,0.18999863
88a8100c05fffff,2026-03-05 20:40:28.943943,3,60.0,59.87,0.13000107
88a8100c05fffff,2026-03-07 19:10:28.943943,3,60.0,60.03,0.02999878
88a8100c05fffff,2026-03-11 19:10:28.943943,3,15.0,15.0,0.0
88a8100c05fffff,2026-03-27 22:40:28.943943,3,15.0,15.0,0.0
88a8100c05fffff,2026-04-01 22:40:28.943943,3,15.0,14.99,0.010000229
88a8100c07fffff,2025-12-26 03:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-05 00:10:28.943943,0,60.0,53.68,6.3199997
88a8100c07fffff,2026-01-06 00:40:28.943943,0,60.0,55.08,4.919998
88a8100c07fffff,2026-01-10 01:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-10 02:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-11 03:10:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-01-13 02:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-13 05:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-22 05:10:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-01-23 06:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-28 05:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-29 00:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-31 01:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-02-03 06:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-02-08 02:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-02-08 04:40:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-02-12 06:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-02-15 06:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-02-16 03:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-02-22 00:40:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-03-01 02:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-03-09 03:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-03-09 05:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-03-11 00:40:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-03-11 01:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-03-13 04:10:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-03-19 04:40:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-03-25 00:40:28.943943,0,15.0,15.01,0.010000229
88a8100c07fffff,2026-03-27 01:40:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-03-30 05:10:28.943943,0,15.0,15.0,0.0
88a8100c07fffff,2026-01-15 10:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-01-23 08:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-01-24 08:40:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-01-31 07:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-02-02 11:40:28.943943,1,15.0,14.99,0.010000229
88a8100c07fffff,2026-02-12 07:40:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-02-12 10:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-02-23 10:10:28.943943,1,15.0,14.99,0.010000229
88a8100c07fffff,2026-02-25 09:40:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-02-25 12:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-03-06 11:10:28.943943,1,15.0,14.97,0.029999733
88a8100c07fffff,2026-03-07 12:10:28.943943,1,15.0,14.98,0.020000458
88a8100c07fffff,2026-03-08 11:40:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-03-09 11:10:28.943943,1,15.0,14.99,0.010000229
88a8100c07fffff,2026-03-13 11:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-03-15 11:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-03-24 09:10:28.943943,1,15.0,14.99,0.010000229
88a8100c07fffff,2026-03-26 11:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-03-30 07:40:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-03-31 10:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2026-04-04 12:10:28.943943,1,15.0,15.0,0.0
88a8100c07fffff,2025-12-29 14:10:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-01-03 16:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-01-05 14:10:28.943943,2,15.0,15.17,0.17000008
88a8100c07fffff,2026-01-05 17:40:28.943943,2,15.0,15.2,0.19999981
88a8100c07fffff,2026-02-05 15:10:28.943943,2,15.0,14.79,0.21000004
88a8100c07fffff,2026-02-08 16:10:28.943943,2,15.0,14.99,0.010000229
88a8100c07fffff,2026-02-10 17:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-02-18 16:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-02-20 13:10:28.943943,2,15.0,15.03,0.029999733
88a8100c07fffff,2026-02-20 17:40:28.943943,2,15.0,14.99,0.010000229
88a8100c07fffff,2026-02-27 17:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-02-28 15:10:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-03-08 17:10:28.943943,2,15.0,14.99,0.010000229
88a8100c07fffff,2026-03-12 17:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-03-14 14:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-03-20 14:40:28.943943,2,15.0,15.03,0.029999733
88a8100c07fffff,2026-03-28 13:40:28.943943,2,15.0,15.0,0.0
88a8100c07fffff,2026-01-08 19:10:28.943943,3,15.0,14.99,0.010000229
88a8100c07fffff,2026-01-12 23:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-01-26 22:40:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-02-08 21:40:28.943943,3,15.0,14.99,0.010000229
88a8100c07fffff,2026-02-19 21:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-02-24 20:40:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-03-01 20:10:28.943943,3,15.0,14.99,0.010000229
88a8100c07fffff,2026-03-05 20:10:28.943943,3,60.0,60.38,0.38000107
88a8100c07fffff,2026-03-09 19:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-03-15 23:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-03-16 21:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-03-21 22:40:28.943943,3,60.0,60.55,0.54999924
88a8100c07fffff,2026-03-24 19:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-03-26 19:10:28.943943,3,15.0,15.0,0.0
88a8100c07fffff,2026-04-05 23:40:28.943943,3,60.0,58.67,1.3300018
88a8100c09fffff,2025-12-25 03:40:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2025-12-26 02:10:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2025-12-30 00:10:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2026-01-11 02:40:28.943943,0,15.0,15.01,0.010000229
88a8100c09fffff,2026-01-12 01:40:28.943943,0,15.0,14.99,0.010000229
88a8100c09fffff,2026-01-16 02:40:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2026-01-19 03:10:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2026-01-28 02:10:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2026-03-03 05:10:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2026-03-15 03:10:28.943943,0,15.0,15.01,0.010000229
88a8100c09fffff,2026-03-21 06:10:28.943943,0,15.0,57.82,42.82
88a8100c09fffff,2026-04-03 04:40:28.943943,0,15.0,15.0,0.0
88a8100c09fffff,2026-01-10 08:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-01-10 09:40:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-01-14 10:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-01-23 08:40:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-01-27 09:40:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-02-02 09:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-02-04 11:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-02-09 07:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-02-22 12:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-02-28 09:40:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-01 08:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-02 08:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-11 07:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-13 07:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-13 08:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-27 11:40:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2026-03-29 10:10:28.943943,1,15.0,15.0,0.0
88a8100c09fffff,2025-12-24 14:40:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-01-13 15:10:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-01-27 15:40:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-01-30 17:10:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-02-06 13:10:28.943943,2,15.0,15.04,0.03999996
88a8100c09fffff,2026-02-06 15:10:28.943943,2,15.0,15.01,0.010000229
88a8100c09fffff,2026-03-03 13:10:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-03-09 16:10:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-03-09 17:10:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-03-09 17:40:28.943943,2,15.0,15.0,0.0
88a8100c09fffff,2026-03-30 18:10:28.943943,2,15.0,14.99,0.010000229
88a8100c09fffff,2025-12-25 22:40:28.943943,3,15.0,15.0,0.0
88a8100c09fffff,2026-01-08 20:40:28.943943,3,15.0,14.99,0.010000229
88a8100c09fffff,2026-01-11 21:40:28.943943,3,15.0,15.0,0.0
88a8100c09fffff,2026-02-01 22:10:28.943943,3,15.0,15.0,0.0
88a8100c09fffff,2026-02-06 21:10:28.943943,3,60.0,60.43,0.4300003
88a8100c09fffff,2026-02-13 19:40:28.943943,3,15.0,15.0,0.0
88a8100c09fffff,2026-02-14 22:40:28.943943,3,15.0,15.0,0.0
88a8100c09fffff,2026-02-16 22:40:28.943943,3,15.0,15.0,0.0
88a8100c09fffff,2026-02-20 23:10:28.943943,3,60.0,60.42,0.41999817
88a8100c09fffff,2026-03-31 19:40:28.943943,3,15.0,15.0,0.0
88a8100c0bfffff,2025-12-26 05:40:28.943943,0,15.0,15.0,0.0
88a8100c0bfffff,2025-12-29 03:10:28.943943,0,15.0,15.0,0.0
88a8100c0bfffff,2026-01-01 05:40:28.943943,0,15.0,15.0,0.0
88a8100c0bfffff,2026-01-10 00:10:28.943943,0,15.0,15.0,0.0
88a8100c0bfffff,2026-01-22 02:40:28.943943,0,15.0,15.0,0.0
88a8100c0bfffff,2026-01-30 05:40:28.943943,0,15.0,15.0,0.0
88a8100c0bfffff,2026-02-07 03:10:28.943943,0,60.0,55.74,4.2599983
